22983	111	300	-318	107
22991	32	300	249	107
23006	-292	300	-337	107
23007	-148	300	-403	107
23008	116	300	-218	107
23009	26	300	398	107
23221	-216	280	242	10
23223	-322	284	287	10
23319	-322	284	287	10
23217	-235	279	171	10
23218	-292	275	217	10
23219	-352	276	226	10
23220	-380	275	322	10
20879	-135	85	106	102
20880	85	33	-110	102
20881	13	68	-84	102
20882	-217	45	-141	102
20883	-186	38	-145	102
20884	62	78	91	102
20885	122	97	98	102
20886	160	93	-20	102
20887	122	118	121	102
20888	112	98	-230	102
20889	24	125	-228	103
20890	86	112	-48	103
20891	171	112	-225	103
20892	29	115	-189	103
20893	3	126	-244	103
20894	176	132	-7	103
20895	284	124	215	103
20896	-40	111	79	103
20897	-127	112	160	103
20898	-103	107	52	103
21522	-255	318	-417	107
21524	177	300	-444	107
21525	43	307	-54	107
21526	-82	327	-236	107
21527	-82	298	-12	107
21528	-143	306	7	107
21529	-289	325	-19	107
21530	27	299	427	107
21531	83	302	328	107
21532	-432	295	281	107
21533	401	315	93	107
21534	179	305	46	107
21535	461	302	38	107
21536	448	320	214	107
21537	320	445	320	107
21538	469	387	-391	108
21539	455	387	-92	108
21540	183	370	46	108
21541	443	387	83	108
21542	189	368	253	108
21543	68	373	-84	108
21544	-12	365	-144	108
21545	-168	352	-39	108
21546	-25	384	-270	108
21547	-326	358	-260	108
21548	-75	414	-341	108
21549	111	404	-457	108
21550	-181	391	219	108
21551	-449	379	127	108
21552	-414	416	379	108
22603	-42	200	186	7
22604	-42	200	162	7
22605	-42	200	142	7
22606	-70	200	186	7
22607	-70	200	162	7
22608	-70	200	141	7
22609	218	200	47	7
22610	238	200	47	7
22611	258	200	47	7
22612	218	200	22	7
22613	238	200	22	7
22614	258	200	22	7
23922	-308	286	274	10
23923	-210	280	457	10
23924	-292	275	160	10
23925	-378	278	464	10
23926	-306	286	333	10
23927	-343	279	156	10
23928	-387	277	191	10
23929	-219	280	184	10
23930	-319	276	152	10
23931	-416	277	288	10
23932	-246	276	454	10
23933	-285	276	452	10
23934	-270	275	447	10
23935	-268	280	430	10
23936	-298	275	436	10
24774	271	100	-177	104
24668	-68	100	-119	104
24681	-133	100	-114	104
24682	-124	100	-103	104
24680	-94	100	-106	104
24683	142	100	-188	104
24804	-263	100	-232	104
24805	-245	100	-214	104
24806	-284	100	-193	104
24783	404	0	83	106
24782	57	0	-205	106
24823	406	0	167	105
24822	410	0	11	105
25424	-33	60	-201	104
27763	379	200	-364	107
27762	211	200	-73	107
28163	233	0	-95	7
30400	-62	0	62	7
35589	366	0	242	7
34529	-245	0	-60	11
34526	-273	0	68	11
34528	3	0	187	11
34525	140	0	230	11
34527	150	0	-172	11
34524	67	0	-274	11
38407	-271	138	212	12
38408	-323	140	-228	12
38409	322	138	109	12
38410	-313	141	20	12
38411	-13	141	-278	12
38412	150	140	245	12
38413	-271	138	212	12
38414	-323	140	-228	12
38415	323	138	108	12
38416	-313	140	20	12
38417	-13	140	-278	12
38418	150	140	245	12
38397	97	141	14	12
38398	-129	141	-75	12
38399	-289	135	-183	12
38400	297	135	51	12
38401	29	135	236	12
38402	69	134	-230	12
38403	-200	138	278	12
38404	153	135	-87	12
38405	-99	135	99	12
43449	312	135	362	1
42604	-71	360	-10	15
42605	21	360	-29	15
42603	40	361	61	15
42616	169	360	126	15
45213	367	300	257	7
45216	-288	300	-287	107
45471	212	368	89	108
45472	22	365	-75	108
42640	11	0	66	15
50442   -295    282     209     1
50489   139     296     -379     2
